LNF_code,Crop_DE,Crop_EN,Crop_FR,Crop_IT,Valid_from,Valid_until,Overlapping,BPA_QI ,Special_culture,Crop_Label,Crop_Label_lv1,Crop_Label_lv2,Crop_Label_lv3,Exclude,Avg_Area_ha,2019_Area_m2,2020_Area_m2,2021_Area_m22,2022_Area_m23,2023_Area_m24,2024_Area_m25,2025_Area_m26
501,Sommergerste,Spring barley,Orge de printemps,Orzo primaverile,,,0.0,0.0,0.0,Spring Barley,Spring Barley,Spring Cereals,Arable Land,,784,4758856,7858293,9902206,8415374,8000433,7563391,8378097
502,Wintergerste,Winter barley,Orge d’automne,Orzo autunnale,,,0.0,0.0,0.0,Winter Barley,Winter Barley,Winter Cereals,Arable Land,,22284,151343276,174301996,266631521,264194625,252452509,236977754,213970828
504,Hafer,Oats,Avoine,Avena,,,0.0,0.0,0.0,Oat,Oat,Spring Cereals,Arable Land,,1947,8422954,10354388,18914028,27807030,28375474,21135620,21306398
505,Triticale,Triticale,Triticale,Triticale,,,0.0,0.0,0.0,Triticale,Triticale,Winter Cereals,Arable Land,,5951,39073434,43338231,73901246,70658684,64650102,60583416,64388714
506,Mischel Futtergetreide,Mixed fodder cereals,Méteil de céréales fourragères,Miscela di cereali da foraggio,,,0.0,0.0,0.0,Mixed Cereals,Other Cereals,Winter Cereals,Arable Land,True,220,1791629,1851730,2093426,2386864,2362232,2647328,2283381
507,Futterweizen gemäss Sortenliste swiss granum,Fodder wheat according to Swiss Granum list,Blé fourrager selon liste swiss granum,Frumento da foraggio giusta la lista di swiss granum,,,0.0,0.0,0.0,Winter Wheat,Winter Wheat,Winter Cereals,Arable Land,,7672,35567882,64194882,96372938,92349708,84472859,76760696,87305447
508,Körnermais,Grain maize,Maïs grain,Mais da granella,,,0.0,0.0,0.0,Grain Maize,Grain Maize,Summer Cereals,Arable Land,,14623,105991678,128461686,169846542,154588272,152600518,152916033,159236317
509,Reis,Rice,Riz,Riso,,2022.0,0.0,0.0,0.0,Rice,Rice,Rice,Arable Land,,65,15543,867158,1068864,637682,0,0,0
510,Hartweizen,Durum wheat,Blé dur,Grano duro,2023.0,,0.0,0.0,0.0,Durum Wheat,Other Cereals,Winter Cereals,Arable Land,True,283,0,0,0,0,3096723,3784012,1611244
511,"Emmer, Einkorn","Emmer, Einkorn","Amidonnier, engrain","Farro, piccola spelta",,,0.0,0.0,0.0,Ancient Wheat,Other Cereals,Winter Cereals,Arable Land,True,284,3725532,2875601,1975986,3840547,4146042,1614156,1667757
512,Sommerweizen (ohne Futterweizen der Sortenliste swiss granum),Spring wheat (excluding Swiss Granum fodder wheat),Blé de printemps (sans blé fourrager de la liste swiss granum),Frumento primaverile (escl. il frumento da foraggio di swiss granum),,,0.0,0.0,0.0,Spring Wheat,Spring Wheat,Spring Cereals,Arable Land,,1449,4397936,13972423,11530894,10593846,12724334,38104902,10080332
513,Winterweizen (ohne Futterweizen der Sortenliste swiss granum),Winter wheat (excluding Swiss Granum fodder wheat),Blé d'automne (sans blé fourrager de la liste swiss granum),Frumento autunnale (escl. il frumento da foraggio di swiss granum),,,0.0,0.0,0.0,Winter Wheat,Winter Wheat,Winter Cereals,Arable Land,,62817,489299182,483448747,705894900,694036650,673060110,647531156,703898964
514,Roggen,Rye,Seigle,Segale,,,0.0,0.0,0.0,Rye,Rye,Winter Cereals,Arable Land,,1681,9744185,11622510,17706278,18052558,20564782,19317705,20693006
515,Mischel Brotgetreide,Mixed bread cereals,Méteil de céréales panifiables,Miscela di cereali panificabili,,,0.0,0.0,0.0,Mixed Cereals,Other Cereals,Winter Cereals,Arable Land,True,46,110129,319682,393662,579172,533206,572826,692180
516,Dinkel,Spelt,Epeautre,Spelta,,,0.0,0.0,0.0,Spelt,Spelt,Winter Cereals,Arable Land,,6325,33218262,39438305,65997595,78846938,84260613,68757574,72247293
519,Saatmais (Vertragsanbau),Seed maize (contract farming),Semences de maïs (contrat de culture),Mais da semina (coltivazione contrattuale),,,0.0,0.0,0.0,Grain Maize,Grain Maize,Summer Cereals,Arable Land,,158,1616426,1866468,1656461,1864125,1468136,1290739,1296518
520,Trockenreis,Dryland rice,Riz en culture sèche,Riso seminato su terreno asciutto,2023.0,,0.0,0.0,0.0,Rice,Rice,Rice,Arable Land,,56,0,0,0,0,549865,605460,535703
521,Silo- und Grünmais,Silage and green maize,Maïs d'ensilage et maïs vert,Mais da insilamento e verde,,,0.0,0.0,0.0,Silage Maize,Silage Maize,Summer Cereals,Arable Land,,42553,283573485,321069509,452015526,460528602,467384125,489427045,504733708
522,Zuckerrüben,Sugar beets,Betteraves sucrières,Barbabietole da zucchero,,,0.0,0.0,0.0,Sugar Beets,Sugar Beets,Root Crops,Arable Land,,14967,115236703,117213615,160001147,155486860,160121482,166396480,173222577
523,Futterrüben,Fodder beets,Betteraves fourragères,Barbabietole da foraggio,,,0.0,0.0,0.0,Beets,Beets,Root Crops,Arable Land,,284,1471582,1870306,3719776,3496949,3215470,3190678,2914471
524,Kartoffeln,Potatoes,Pommes de terre,Patate,,,0.0,0.0,0.0,Potatoes,Potatoes,Root Crops,Arable Land,,7945,45049718,47831535,91822659,91860772,91618573,92474504,95466833
525,Pflanzkartoffeln (Vertragsanbau),Seed potatoes (contract farming),Plants de pommes de terre (contrat de culture),Tuberi-seme di patate (coltivazione contrattuale),,,0.0,0.0,0.0,Potatoes,Potatoes,Root Crops,Arable Land,,1190,5009878,5168040,14988794,14866895,14794864,14129631,14352855
526,Sommerraps zur Speiseölgewinnung,Spring rapeseed for edible oil,Colza de printemps destiné à la fabrication d’huile comestible,Colza primaverile per l’estrazione di olio commestibile,,,0.0,0.0,0.0,Spring Rapeseed,Rapeseed,Oilseeds,Arable Land,,89,699904,550864,1232502,942600,1064886,596624,1138603
527,Winterraps zur Speiseölgewinnung,Winter rapeseed for edible oil,Colza d’automne destiné à la fabrication d’huile comestible,Colza autunnale per l’estrazione di olio commestibile,,,0.0,0.0,0.0,Winter Rapeseed,Rapeseed,Oilseeds,Arable Land,,22052,161499629,183695476,242568595,245366480,248165778,238142072,224213363
528,Soja,Soybean,Soja,Soia,,,0.0,0.0,0.0,Soybean,Soybean,Oilseeds,Arable Land,,2546,13511709,17309509,22639951,28538824,30317219,32311662,33620312
529,Nassreis,Wetland rice,Riz en culture humide,Riso seminato su terreno bagnato,2023.0,,0.0,0.0,0.0,Rice,Rice,Rice,Arable Land,,19,0,0,0,0,194966,207338,179934
531,Sonnenblumen zur Speiseölgewinnung,Sunflower for edible oil,Tournesol destiné à la fabrication d’huile comestible,Girasole per l’estrazione di olio commestibile,,,0.0,0.0,0.0,Sunflower,Sunflower,Oilseeds,Arable Land,,5546,45444950,35785888,47517268,51344415,62439802,71665097,74038414
534,Lein,Flax,Lin,Lino,,,0.0,0.0,0.0,Flax,Minor Oilseeds,Oilseeds,Arable Land,,180,1001127,810392,2029072,2029964,1879179,2397244,2448857
535,Hanf,Hemp,Chanvre,Canapa,,2021.0,0.0,0.0,0.0,Hemp,Special Crops,Annual Horticulture,Arable Land,,0,,,,,,,
536,Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen) ,"Beans and vetches for grain production (e.g., field beans)",Haricots et vesces en grains (p.ex. féveroles),Fagioli e vecce per l’estrazione di granelli (p.es. favette),,,0.0,0.0,0.0,Beans,Beans,Pulses,Arable Land,,774,6962343,7005712,7105598,7565940,7285386,8447693,9787854
537,Erbsen zur Körnergewinnung (z.B. Eiweisserbsen),"Peas for grain production (e.g., protein peas)",Pois en grains (p.ex. pois protéagineux),Piselli per l’estrazione di granelli (p.es. piselli proteici),,,0.0,0.0,0.0,Peas,Peas,Pulses,Arable Land,,2411,22139085,23573226,34282410,25514184,24104029,22946782,16207090
538,Lupinen,Lupins,Lupins,Lupini,,,0.0,0.0,0.0,Lupine,Lupine,Pulses,Arable Land,,259,1133907,1410710,2996492,3342960,3191178,2935714,3100350
539,Ölkürbisse,Oil pumpkins,Courges à huile,Zucche per l’estrazione di olio,,,0.0,0.0,0.0,Oil Pumpkins,Oil Pumpkins,Annual Horticulture,Arable Land,,92,668733,761514,986881,1241967,1063240,806158,940271
540,Kichererbsen,Chickpeas,Pois chiches,Ceci,2023.0,,0.0,0.0,0.0,Chickpeas,Chickpeas,Pulses,Arable Land,True,74,0,0,0,0,1111357,642912,474326
541,Tabak,Tobacco,Tabac,Tabacco,,,0.0,0.0,1.0,Tobacco,Special Crops,Annual Horticulture,Arable Land,,340,2178598,2195042,3997038,3953523,3925726,3857365,3689106
542,Hirse,Millet,Millet,Miglio,,2022.0,0.0,0.0,0.0,Millet,Millet,Summer Cereals,Arable Land,,242,2165379,1877163,2827696,2812173,0,0,0
543,Getreide siliert,Ensiled cereals,Céréales ensilées,Cereali insilati,,,0.0,0.0,0.0,Silage Cereals,Other Cereals,Winter Cereals,Arable Land,True,575,2919989,4363180,6240788,5914610,6921070,7588923,6284320
544,Leindotter,Camelina,Cameline,Dorella,,,0.0,0.0,0.0,Camelina,Minor Oilseeds,Oilseeds,Arable Land,,13,129232,168948,159266,177778,121982,56380,71028
545,"Einjährige Freilandgemüse, ohne Konservengemüse","Annual open-field vegetables, excluding preserved vegetables",Cultures maraîchères de plein champ annuelles (sauf les légumes de conserve),Ortaggi annuali di pieno campo (esclusi quelli destinati alla conservazione),,,0.0,0.0,1.0,Vegetables,Vegetables,Annual Horticulture,Arable Land,,9331,61324143,68058333,101937758,103528559,101683883,105273227,111351919
546,Freiland-Konservengemüse,Open-field vegetables for preservation,Légumes de conserve cultivés en plein champ,Ortaggi di pieno campo per la conservazione,,,0.0,0.0,0.0,Vegetables,Vegetables,Annual Horticulture,Arable Land,,1609,13283974,13629142,17069682,17122846,16609971,17660333,17287631
547,Wurzeln der Treibzichorie,Roots of forced chicory,Racines de chicorée,Radici di cicoria di coltura forzata,,,0.0,0.0,1.0,Chicory Root,Chicory Root,Root Crops,Arable Land,,392,3659470,3992622,4216406,3808552,3334267,3886928,4547498
548,Buchweizen,Buckwheat,Sarrasin,Grano saraceno,,,0.0,0.0,0.0,Buckwheat,Vegetables,Annual Horticulture,Arable Land,,71,404834,693166,767675,820005,658414,724095,878045
549,Sorghum,Sorghum,Sorgho,Sorgo,,2022.0,0.0,0.0,0.0,Sorghum,Sorghum,Summer Cereals,Arable Land,,271,2072187,2810300,3085100,2872565,0,0,0
550,Übrige Ackerfläche,Other arable land,Autres terres assolées,Altra superficie coltiva,,,0.0,0.0,0.0,,,,,True,0,,,,,,,
551,Einjährige Beeren (z.B. Erdbeeren),"Annual berries (e.g., strawberries)",Baies annuelles (p.ex. fraises),Bacche annuali (p.es. fragole),,,0.0,0.0,1.0,Annual Berries,Annual Berries,Annual Horticulture,Arable Land,,439,2855506,3671357,5253329,5104449,4834498,4601232,4381937
552,"Einjährige nachwachsende Rohstoffe (Kenaf, usw.)","Annual renewable raw materials (Kenaf, etc.)","Matières premières renouvelables annuelles (kénaf, etc.)","Materie prime rinnovabili annuali (kenaf, ecc.)",,,0.0,0.0,0.0,Special Crops,Special Crops,Annual Horticulture,Arable Land,,2,26716,26741,27429,2390,696,444,44121
553,Einjährige Gewürz- und Medizinalpflanzen,Annual spice and medicinal plants,Plantes aromatiques et médicinales annuelles,Piante aromatiche e medicinali annuali,,,0.0,0.0,1.0,Spices,Vegetables,Annual Horticulture,Arable Land,,128,693766,961308,1301990,1363303,1507160,1544136,1580900
554,"Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen usw.)","Annual open-field horticultural crops (flowers, turf, etc.)","Cultures horticoles annuelles de plein champ (fleurs, gazon en rouleaux, etc.)","Floricoltura di pieno campo annuale (fiori, manto erboso in rotoli, ecc.)",,,0.0,0.0,0.0,Horticulture,Vegetables,Annual Horticulture,Arable Land,,279,2393553,2552352,2798333,3016726,3012778,2876242,2906434
555,Ackerschonstreifen,Wildflower strips,Bande culturale extensive,Fasce di colture estensive in campicoltura,,2022.0,0.0,1.0,0.0,Fallow,Fallow,Temporary Grassland,Arable Land,,391,3291508,4059374,4032157,4253568,0,0,0
556,Buntbrache,Flowering fallow,Jachère florale,Maggese fioriti,,,0.0,1.0,0.0,Fallow,Fallow,Temporary Grassland,Arable Land,,2702,21261150,22575506,22492943,22241236,24941135,36916753,38724521
557,Rotationsbrache,Rotational fallow,Jachère tournante,Maggese da rotazione,,,0.0,1.0,0.0,Fallow,Fallow,Temporary Grassland,Arable Land,,785,5600614,6094026,6239296,5769612,6852680,12126869,12241649
559,Saum auf Ackerflächen,Improved (species-rich) field margins on arable land,Ourlet sur terres assolées,Striscia su superficie coltiva,,,0.0,1.0,0.0,Fallow,Fallow,Temporary Grassland,Arable Land,,333,2174289,2381391,2406444,2485452,3010426,5246809,5590333
566,Mohn,Poppy,Pavot,Papavero,,,0.0,0.0,0.0,Poppy,Special Crops,Annual Horticulture,Arable Land,,13,21384,73098,147784,113938,169677,219676,176978
567,Saflor,Safflower,Carthame,Cartamo,,,0.0,0.0,0.0,Safflower,Minor Oilseeds,Oilseeds,Arable Land,,2,34863,11696,26069,37335,31925,13652,18336
568,Linsen,Lentils,Lentilles,Lenticchie,,,0.0,0.0,0.0,Lentils,Lentils,Pulses,Arable Land,,137,1062471,1159114,1800795,1942678,1441589,1119828,1081792
569,"Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung)","Mixtures of beans, vetch, peas, chickpeas, and lupins with cereals or camelina, minimum 30% legumes at harvest (for grain)","Méteil de haricots, de vesces, de pois, de pois chiches et de lupins avec des céréales ou de la caméline, au moins 30 % de légumineuses lors de la récolte (pour la production de grains)","Miscele di fagioli, vecce, piselli, ceci e lupini con cereali o camelina sativa, almeno il 30% di quota di leguminose nel raccolto (per l’estrazione di granelli)",,,0.0,0.0,0.0,Mixed Legumes,Mixed Legumes,Pulses,Arable Land,True,818,5617567,6009199,8424737,8252929,9362648,9911357,9673476
570,"Mischungen von Linsen mit Getreide oder Leindotter, mindestens 30 % Anteil Linsen bei der Ernte (zur Körnergewinnung)","Mixtures of lentils with cereals or camelina, minimum 30% lentils at harvest (for grain)","Méteil de lentilles avec des céréales ou de la caméline, au moins 30 % de lentilles lors de la récolte (pour la production de grains)","Miscele di lenticchie con cereali o camelina sativa, almeno il 30% di quota di lenticchie nel raccolto (per l’estrazione di granelli)",2023.0,,0.0,0.0,0.0,Mixed Legumes,Mixed Legumes,Pulses,Arable Land,True,65,0,0,0,0,484770,651211,810064
572,Nützlingsstreifen auf offener Ackerfläche,Conservation headlands on open arable land,"avec des céréales ou de la caméline, au moins 30 % de lentilles lors de la récolte (pour la production de grains)",Strisce per organismi utili sulla superficie coltiva aperta,,,0.0,0.0,0.0,Fallow,Fallow,Temporary Grassland,Arable Land,,259,1404241,1710186,2822749,2551820,2956340,4159748,2538058
573,Senf,Mustard,Moutarde,Senape,,,0.0,0.0,0.0,Mustard,Minor Oilseeds,Oilseeds,Arable Land,,50,204170,294070,296950,348736,596434,920948,864214
574,Quinoa,Quinoa,Quinoa,Quinoa,,,0.0,0.0,0.0,Quinoa,Vegetables,Annual Horticulture,Arable Land,,24,272840,92546,374868,408220,256914,125986,126108
575,Hanf zur Nutzung der Samen,Hemp for seed use,Chanvre pour l’utilisation des graines,Canapa per i semi,2022.0,,0.0,0.0,0.0,Hemp,Special Crops,Annual Horticulture,Arable Land,,42,0,0,0,521914,513874,242114,414821
576,Hanf zur Fasernutzung,Hemp for fiber use,Chanvre pour l’utilisation des fibres,Canapa da fibra,2022.0,,0.0,0.0,0.0,Hemp,Special Crops,Annual Horticulture,Arable Land,,2,0,0,0,13395,900,22368,27932
577,Anderer Hanf,Other hemp,Autre chanvre,Altra canapa,2022.0,,0.0,0.0,0.0,Hemp,Special Crops,Annual Horticulture,Arable Land,,18,0,0,0,401140,204224,90681,40098
578,Hirse zur Körnergewinnung,Millet for grain,Millet grains,Miglio per l’estrazione di gra-nelli,2023.0,,0.0,0.0,0.0,Millet,Millet,Summer Cereals,Arable Land,,266,0,0,0,0,3740009,2894222,1340179
579,Hirse zur Nutzung ganze Pflanze,Millet for whole-plant use,Millet plante entière,Miglio per la raccolta della pianta intera,2023.0,,0.0,0.0,0.0,Millet,Millet,Summer Cereals,Arable Land,,10,0,0,0,0,139515,57913,99844
580,Sorghum zur Körnergewinnung,Sorghum for grain,Sorgho grains,Sorgo per l’estrazione di gra-nelli,2023.0,,0.0,0.0,0.0,Sorghum,Sorghum,Summer Cereals,Arable Land,,29,0,0,0,0,300378,418324,140484
581,Sorghum zur Nutzung ganze Pflanze,Sorghum for whole-plant use,Sorgho plante entière,Sorgo per la raccolta della pianta intera,2023.0,,0.0,0.0,0.0,Sorghum,Sorghum,Summer Cereals,Arable Land,,338,0,0,0,0,3566916,4005806,2570917
590,Sommerraps als nachwachsender Rohstoff,Spring rapeseed as renewable raw material,Colza de printemps comme matière première renouvelable,Colza primaverile quale materia prima rinnovabile,,,0.0,0.0,0.0,Spring Rapeseed,Rapeseed,Oilseeds,Arable Land,,2,66186,3070,19480,0,7683,0,0
591,Winterraps als nachwachsender Rohstoff,Winter rapeseed as renewable raw material,Colza d’automne comme matière première renouvelable,Colza autunnale quale materia prima rinnovabile,,,0.0,0.0,0.0,Winter Rapeseed,Rapeseed,Oilseeds,Arable Land,,106,505581,975718,1474238,1517718,1141292,843468,947976
592,Sonnenblumen als nachwachsender Rohstoff,Sunflower as renewable raw material,Tournesol comme matière première renouvelable,Girasole quale materia prima rinnovabile,,,0.0,0.0,0.0,Sunflower,Sunflower,Oilseeds,Arable Land,,31,381388,269834,227348,422134,312344,254326,337534
594,"Offene Ackerfläche, beitragsberechtigt (regionsspezifische Biodiversitätsförderfläche)",Eligible open arable land (region-specific biodiversity promotion),Terres ouvertes donnant droit aux contributions (surfaces de promotion de la biodiversité spécifiques à la région),"Superficie coltiva aperta, avente diritto ai contributi (superfici per la promozione della biodiversità specifiche di una regione)",,,0.0,1.0,0.0,Fallow,Fallow,Temporary Grassland,Arable Land,,22,277599,297362,219336,189827,151118,225245,203544
595,"Übrige offene Ackerfläche, nicht beitragsberechtigt (regionsspezifische Biodiversitätsförderfläche)","Other open arable land, not eligible",Autres terres ouvertes ne donnant pas droit aux contributions (surfaces de promotion de la biodiversité spécifiques à la région),"Altra superficie coltiva aperta, non avente diritto ai contributi (superfici per la promozione della biodiversità specifiche di una regione)",,,0.0,1.0,0.0,Fallow,Fallow,Temporary Grassland,Arable Land,,68,38798,22964,11353,11353,1460454,1839504,1410002
